"","sample.type","sample.day","sample.mo","sample.yr","sample.date","organic.matter.fraction","trap.no","stream","days.deployed","total.field.wt","field.sub.wet.wt.g","field.sub.prop","pan.wt.g","om.total.dry.wt.g","om.sub.dry.pan.wt.g","om.sub.ash.pan.wt.g","sub.prop.total","sub.prop.afdm","total.afdm.g","areal.AFDM.input.g.m","areal.AFDM.input.g.m.d"
"1234","LINP",20,6,2018,2018-06-20,"WOOD",7,"TOWR",29,NA,NA,NA,3.6305,0.5438,4.1743,3.648,0.999999999999999,0.967819051121736,0.5263,1.0526,0.0362965517241379
"1236","LINP",20,6,2018,2018-06-20,"LEAF",8,"TOWR",29,NA,NA,NA,3.5114,0.5917,4.1031,3.5387,1,0.953861754267365,0.5644,1.1288,0.0389241379310345
"1238","LINP",20,6,2018,2018-06-20,"MISC",8,"TOWR",29,NA,NA,NA,3.5592,0.0424,3.6016,3.5675,0.999999999999995,0.804245283018873,0.0341000000000002,0.0682000000000004,0.00235172413793105
"1240","LINP",20,6,2018,2018-06-20,"WOOD",8,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1242","LINP",20,6,2018,2018-06-20,"LEAF",9,"TOWR",29,NA,NA,NA,3.5416,7.92,7.8894,3.7156,0.548964646464646,0.959979759878559,7.60303969823819,15.2060793964764,0.524347565395737
"1244","LINP",20,6,2018,2018-06-20,"MISC",9,"TOWR",29,NA,NA,NA,3.5395,1.1311,4.6706,3.6309,1,0.919193705242684,1.0397,2.0794,0.0717034482758621
"1246","LINP",20,6,2018,2018-06-20,"WOOD",9,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1248","LINP",20,6,2018,2018-06-20,"LEAF",10,"TOWR",29,NA,NA,NA,3.5455,0.1297,3.6752,3.5501,0.999999999999998,0.964533538936007,0.1251,0.2502,0.00862758620689656
"1250","LINP",20,6,2018,2018-06-20,"MISC",10,"TOWR",29,NA,NA,NA,3.5281,1.0752,4.6033,3.5844,1,0.947637648809524,1.0189,2.0378,0.0702689655172414
"1252","LINP",20,6,2018,2018-06-20,"WOOD",10,"TOWR",29,NA,NA,NA,3.5394,1.0708,4.6102,3.5715,1,0.970022413149048,1.0387,2.0774,0.0716344827586207
"1253","LINP",20,6,2018,2018-06-20,"LEAF",11,"TOWR",29,NA,NA,NA,3.5356,0.4916,4.0272,3.5549,0.999999999999999,0.960740439381611,0.4723,0.9446,0.0325724137931035
"1254","LINP",20,6,2018,2018-06-20,"MISC",11,"TOWR",29,NA,NA,NA,3.6149,0.0373,3.6522,3.6188,1,0.895442359249336,0.0334000000000002,0.0668000000000004,0.00230344827586208
"1255","LINP",20,6,2018,2018-06-20,"WOOD",11,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1256","LINP",20,6,2018,2018-06-20,"LEAF",12,"TOWR",29,NA,NA,NA,3.5461,0.7411,4.2872,3.5746,1,0.961543651329105,0.7126,1.4252,0.0491448275862069
"1257","LINP",20,6,2018,2018-06-20,"MISC",12,"TOWR",29,NA,NA,NA,3.519,0.3174,3.8364,3.5423,0.999999999999999,0.926591052299937,0.2941,0.5882,0.0202827586206897
"1258","LINP",20,6,2018,2018-06-20,"WOOD",12,"TOWR",29,NA,NA,NA,3.541,0.7682,4.3092,3.5728,1,0.958604530070294,0.7364,1.4728,0.0507862068965517
"1260","LINP",20,6,2018,2018-06-20,"LEAF",1,"WS55",29,NA,NA,NA,3.5247,1.5967,5.1214,3.655,1,0.918394188012777,1.4664,2.9328,0.101131034482759
"1262","LINP",20,6,2018,2018-06-20,"MISC",1,"WS55",29,NA,NA,NA,3.6221,0.0855,3.7076,3.6383,0.999999999999996,0.810526315789473,0.0693,0.1386,0.00477931034482758
"1264","LINP",20,6,2018,2018-06-20,"WOOD",1,"WS55",29,NA,NA,NA,3.527,2.4681,5.9951,3.5936,1,0.973015680077793,2.4015,4.803,0.165620689655172
"1266","LINP",20,6,2018,2018-06-20,"LEAF",2,"WS55",29,NA,NA,NA,3.6341,3.3,6.9173,3.87,0.994909090909091,0.928149366471735,3.06289290935672,6.12578581871345,0.21123399374874
"1268","LINP",20,6,2018,2018-06-20,"MISC",2,"WS55",29,NA,NA,NA,3.5175,0.1311,3.6486,3.5235,1,0.954233409610986,0.1251,0.2502,0.00862758620689657
"1270","LINP",20,6,2018,2018-06-20,"WOOD",2,"WS55",29,NA,NA,NA,3.6467,1.1039,4.7506,3.6807,1,0.969200108705499,1.0699,2.1398,0.0737862068965517
"1272","LINP",20,6,2018,2018-06-20,"LEAF",3,"WS55",29,NA,NA,NA,3.6632,1.3302,4.9934,3.7191,1,0.957976244173808,1.2743,2.5486,0.0878827586206896
"1274","LINP",20,6,2018,2018-06-20,"MISC",3,"WS55",29,NA,NA,NA,3.5107,0.5411,4.0518,3.5355,1,0.954167436703013,0.5163,1.0326,0.0356068965517241
"1276","LINP",20,6,2018,2018-06-20,"WOOD",3,"WS55",29,NA,NA,NA,3.533,0.8827,4.4157,3.5685,1,0.959782485555682,0.8472,1.6944,0.0584275862068966
"1278","LINP",20,6,2018,2018-06-20,"LEAF",4,"WS55",29,NA,NA,NA,3.6334,2.3,5.9032,3.7343,0.986869565217391,0.955546744206538,2.19775751167504,4.39551502335007,0.151569483563796
"1280","LINP",20,6,2018,2018-06-20,"MISC",4,"WS55",29,NA,NA,NA,3.5413,0.4042,3.9455,3.5779,1,0.909450766947056,0.3676,0.7352,0.025351724137931
"1282","LINP",20,6,2018,2018-06-20,"WOOD",4,"WS55",29,NA,NA,NA,3.5568,1.7062,5.263,3.6244,1,0.960379791349197,1.6386,3.2772,0.113006896551724
"1284","LINP",20,6,2018,2018-06-20,"LEAF",5,"WS55",29,NA,NA,NA,3.5511,0.2042,3.7553,3.5632,1,0.940744368266404,0.1921,0.3842,0.0132482758620689
"1286","LINP",20,6,2018,2018-06-20,"MISC",5,"WS55",29,NA,NA,NA,3.5207,0.1104,3.6311,3.5381,0.999999999999998,0.842391304347827,0.0930000000000001,0.186,0.00641379310344828
"1288","LINP",20,6,2018,2018-06-20,"WOOD",5,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1290","LINP",20,6,2018,2018-06-20,"LEAF",6,"WS55",29,NA,NA,NA,3.5493,0.0783,3.6276,3.5528,1,0.955300127713923,0.0748000000000002,0.1496,0.00515862068965518
"1292","LINP",20,6,2018,2018-06-20,"MISC",6,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1294","LINP",20,6,2018,2018-06-20,"WOOD",6,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1296","LINP",20,6,2018,2018-06-20,"LEAF",7,"WS55",29,NA,NA,NA,3.6484,0.9777,4.6261,3.6914,1,0.956019228802291,0.9347,1.8694,0.0644620689655173
"1298","LINP",20,6,2018,2018-06-20,"MISC",7,"WS55",29,NA,NA,NA,3.5264,1.3131,4.8395,3.5753,1,0.962759881197167,1.2642,2.5284,0.0871862068965517
"1300","LINP",20,6,2018,2018-06-20,"WOOD",7,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1302","LINP",20,6,2018,2018-06-20,"LEAF",8,"WS55",29,NA,NA,NA,3.531,1.8883,5.4193,3.6439,1,0.940210771593497,1.7754,3.5508,0.122441379310345
"1304","LINP",20,6,2018,2018-06-20,"MISC",8,"WS55",29,NA,NA,NA,3.6598,0.0942,3.754,3.6693,0.999999999999998,0.899150743099792,0.0847000000000004,0.169400000000001,0.00584137931034485
"1306","LINP",20,6,2018,2018-06-20,"WOOD",8,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1308","LINP",20,6,2018,2018-06-20,"LEAF",9,"WS55",29,NA,NA,NA,3.5328,3.4414,6.9742,3.8921,1,0.89559481606323,3.0821,6.1642,0.212558620689655
"1310","LINP",20,6,2018,2018-06-20,"MISC",9,"WS55",29,NA,NA,NA,3.5279,0.9325,4.4604,3.6136,1,0.908096514745308,0.8468,1.6936,0.0584
"1312","LINP",20,6,2018,2018-06-20,"WOOD",9,"WS55",29,NA,NA,NA,3.618,4.2779,7.8959,3.8521,1,0.945276888192805,4.0438,8.0876,0.27888275862069
"1314","LINP",20,6,2018,2018-06-20,"LEAF",10,"WS55",29,NA,NA,NA,3.6214,2.7813,6.4027,3.7269,1,0.962068097652177,2.6758,5.3516,0.184537931034483
"1316","LINP",20,6,2018,2018-06-20,"MISC",10,"WS55",29,NA,NA,NA,3.6765,0.1367,3.8132,3.6841,1,0.944403803950256,0.1291,0.2582,0.00890344827586207
"1318","LINP",20,6,2018,2018-06-20,"WOOD",10,"WS55",29,NA,NA,NA,3.6688,0.1706,3.8394,3.6817,0.999999999999999,0.924384525205157,0.1577,0.3154,0.0108758620689655
"1319","LINP",20,6,2018,2018-06-20,"LEAF",11,"WS55",29,NA,NA,NA,3.5205,0.3922,3.9127,3.55,1,0.924783273839878,0.3627,0.725400000000001,0.0250137931034483
"1320","LINP",20,6,2018,2018-06-20,"MISC",11,"WS55",29,NA,NA,NA,3.5549,0.2932,3.8481,3.7674,1,0.275238744884039,0.0807000000000002,0.1614,0.00556551724137932
"1321","LINP",20,6,2018,2018-06-20,"WOOD",11,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1322","LINP",20,6,2018,2018-06-20,"LEAF",12,"WS55",29,NA,NA,NA,3.6292,2.27,5.8804,3.7242,0.991718061674009,0.957800284292821,2.1742066453447,4.34841329068941,0.149945285885842
"1323","LINP",20,6,2018,2018-06-20,"MISC",12,"WS55",29,NA,NA,NA,3.5334,0.9719,4.5053,3.6166,1,0.914394485029324,0.8887,1.7774,0.0612896551724138
"1324","LINP",20,6,2018,2018-06-20,"WOOD",12,"WS55",29,NA,NA,NA,8.2496,18.8338,27.0834,9.1654,1,0.951374656203209,17.918,35.836,1.23572413793103
"1326","LINP",16,7,2018,2018-07-16,"LEAF",1,"TOWR",26,NA,NA,NA,3.6591,0.1911,3.8502,3.678,1,0.901098901098902,0.1722,0.3444,0.0132461538461539
"1328","LINP",16,7,2018,2018-07-16,"MISC",1,"TOWR",26,NA,NA,NA,3.55,0.055,3.605,3.5533,1,0.939999999999995,0.0516999999999997,0.103399999999999,0.00397692307692305
"1330","LINP",16,7,2018,2018-07-16,"WOOD",1,"TOWR",26,NA,NA,NA,3.618,0.2517,3.8697,3.627,1,0.964243146603099,0.2427,0.4854,0.0186692307692308
"1332","LINP",16,7,2018,2018-07-16,"LEAF",2,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1334","LINP",16,7,2018,2018-07-16,"MISC",2,"TOWR",26,NA,NA,NA,3.5458,0.3173,3.8631,3.5953,1,0.843996218090135,0.2678,0.5356,0.0206
"1336","LINP",16,7,2018,2018-07-16,"WOOD",2,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1338","LINP",16,7,2018,2018-07-16,"LEAF",3,"TOWR",26,NA,NA,NA,3.6092,0.0142,3.6234,3.6107,1.00000000000001,0.894366197183096,0.0127,0.0253999999999999,0.000976923076923074
"1340","LINP",16,7,2018,2018-07-16,"MISC",3,"TOWR",26,NA,NA,NA,3.5389,0.0166,3.5555,3.5408,0.999999999999997,0.885542168674698,0.0147,0.0294,0.00113076923076923
"1342","LINP",16,7,2018,2018-07-16,"WOOD",3,"TOWR",26,NA,NA,NA,3.5635,0.026,3.5895,3.5651,1.00000000000001,0.938461538461529,0.0243999999999997,0.0487999999999995,0.00187692307692306
"1344","LINP",16,7,2018,2018-07-16,"LEAF",4,"TOWR",26,NA,NA,NA,3.6412,0.1764,3.8176,3.6505,1,0.947278911564625,0.1671,0.3342,0.0128538461538461
"1346","LINP",16,7,2018,2018-07-16,"MISC",4,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1348","LINP",16,7,2018,2018-07-16,"WOOD",4,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1350","LINP",16,7,2018,2018-07-16,"LEAF",5,"TOWR",26,NA,NA,NA,3.5649,0.0811,3.646,3.57,0.999999999999997,0.937114673242914,0.0760000000000003,0.152000000000001,0.00584615384615387
"1352","LINP",16,7,2018,2018-07-16,"MISC",5,"TOWR",26,NA,NA,NA,3.5044,0.0355,3.5399,3.5073,0.999999999999996,0.918309859154932,0.0326000000000001,0.0652000000000002,0.00250769230769231
"1354","LINP",16,7,2018,2018-07-16,"WOOD",5,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1356","LINP",16,7,2018,2018-07-16,"LEAF",6,"TOWR",26,NA,NA,NA,3.5307,0.0566,3.5873,3.5344,1,0.934628975265013,0.0528999999999997,0.105799999999999,0.00406923076923075
"1358","LINP",16,7,2018,2018-07-16,"MISC",6,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1360","LINP",16,7,2018,2018-07-16,"WOOD",6,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1362","LINP",16,7,2018,2018-07-16,"LEAF",7,"TOWR",26,NA,NA,NA,3.5305,1.0934,4.6239,3.5816,1,0.953265044814341,1.0423,2.0846,0.0801769230769231
"1364","LINP",16,7,2018,2018-07-16,"MISC",7,"TOWR",26,NA,NA,NA,3.6491,0.2098,3.8589,3.6595,1,0.950428979980933,0.1994,0.3988,0.0153384615384615
"1366","LINP",16,7,2018,2018-07-16,"WOOD",7,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1368","LINP",16,7,2018,2018-07-16,"LEAF",8,"TOWR",26,NA,NA,NA,3.6522,0.3213,3.9735,3.6706,1,0.942732648615002,0.3029,0.6058,0.0233
"1370","LINP",16,7,2018,2018-07-16,"MISC",8,"TOWR",26,NA,NA,NA,3.5411,0.2683,3.8094,3.5554,1,0.94670145359672,0.254,0.508,0.0195384615384615
"1372","LINP",16,7,2018,2018-07-16,"WOOD",8,"TOWR",26,NA,NA,NA,3.6461,0.1338,3.7799,3.6534,0.999999999999999,0.94544095665172,0.1265,0.253,0.00973076923076924
"1374","LINP",16,7,2018,2018-07-16,"LEAF",9,"TOWR",26,NA,NA,NA,3.6449,4.47,8.0872,3.832,0.993803131991051,0.957882178150958,4.28173333633478,8.56346667266956,0.329364102794983
"1376","LINP",16,7,2018,2018-07-16,"MISC",9,"TOWR",26,NA,NA,NA,3.6715,0.4236,4.0951,3.6878,1,0.96152030217186,0.4073,0.8146,0.0313307692307692
"1378","LINP",16,7,2018,2018-07-16,"WOOD",9,"TOWR",26,NA,NA,NA,3.6327,3.464,7.0967,3.8313,1,0.942667436489607,3.2654,6.5308,0.251184615384615
"1380","LINP",16,7,2018,2018-07-16,"LEAF",10,"TOWR",26,NA,NA,NA,3.6471,2.64,6.2813,3.7635,0.99780303030303,0.955812011236808,2.52334370966517,5.04668741933035,0.194103362281936
"1382","LINP",16,7,2018,2018-07-16,"MISC",10,"TOWR",26,NA,NA,NA,3.6176,4.8548,8.4724,3.8084,1,0.960698689956332,4.664,9.328,0.358769230769231
"1384","LINP",16,7,2018,2018-07-16,"WOOD",10,"TOWR",26,NA,NA,NA,3.5274,1.1174,4.6448,3.5743,1,0.958027563987829,1.0705,2.141,0.0823461538461538
"1385","LINP",16,7,2018,2018-07-16,"LEAF",11,"TOWR",26,NA,NA,NA,3.6763,1.5569,5.2332,3.7559,1,0.948872759971739,1.4773,2.9546,0.113638461538462
"1386","LINP",16,7,2018,2018-07-16,"MISC",11,"TOWR",26,NA,NA,NA,3.6656,0.2939,3.9595,3.6755,0.999999999999999,0.966315073154134,0.284,0.568,0.0218461538461538
"1387","LINP",16,7,2018,2018-07-16,"WOOD",11,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1388","LINP",16,7,2018,2018-07-16,"LEAF",12,"TOWR",26,NA,NA,NA,3.5194,0.6312,4.1506,3.5508,1,0.950253485424588,0.5998,1.1996,0.0461384615384615
"1389","LINP",16,7,2018,2018-07-16,"MISC",12,"TOWR",26,NA,NA,NA,3.669,1.4055,5.0745,3.7202,1,0.963571682675204,1.3543,2.7086,0.104176923076923
"1390","LINP",16,7,2018,2018-07-16,"WOOD",12,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1392","LINP",16,7,2018,2018-07-16,"LEAF",1,"WS55",26,NA,NA,NA,3.5324,0.7233,4.2557,3.5738,1,0.942762339278308,0.6819,1.3638,0.0524538461538462
"1394","LINP",16,7,2018,2018-07-16,"MISC",1,"WS55",26,NA,NA,NA,3.5348,0.1368,3.6716,3.5526,1,0.869883040935674,0.119,0.238,0.00915384615384617
"1396","LINP",16,7,2018,2018-07-16,"WOOD",1,"WS55",26,NA,NA,NA,3.6218,4.1916,7.8134,3.6913,1,0.983419219391163,4.1221,8.2442,0.317084615384615
"1398","LINP",16,7,2018,2018-07-16,"LEAF",2,"WS55",26,NA,NA,NA,3.5518,1.8639,5.4157,3.658,1,0.943022694350555,1.7577,3.5154,0.135207692307692
"1400","LINP",16,7,2018,2018-07-16,"MISC",2,"WS55",26,NA,NA,NA,3.5365,0.1001,3.6366,3.5404,0.999999999999999,0.961038961038963,0.0962000000000002,0.1924,0.00740000000000001
"1402","LINP",16,7,2018,2018-07-16,"WOOD",2,"WS55",26,NA,NA,NA,3.6174,1.7088,5.3262,3.6929,1,0.955816947565543,1.6333,3.2666,0.125638461538462
"1404","LINP",16,7,2018,2018-07-16,"LEAF",3,"WS55",26,NA,NA,NA,3.6496,0.1246,3.7742,3.6559,1,0.949438202247191,0.1183,0.2366,0.0091
"1406","LINP",16,7,2018,2018-07-16,"MISC",3,"WS55",26,NA,NA,NA,3.5326,2.6795,6.2121,3.6645,1,0.950774398208621,2.5476,5.0952,0.195969230769231
"1408","LINP",16,7,2018,2018-07-16,"WOOD",3,"WS55",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1410","LINP",16,7,2018,2018-07-16,"LEAF",4,"WS55",26,NA,NA,NA,3.5571,0.5358,4.0929,3.5855,1,0.946995147443076,0.5074,1.0148,0.0390307692307692
"1412","LINP",16,7,2018,2018-07-16,"MISC",4,"WS55",26,NA,NA,NA,3.5314,1.0143,4.5457,3.6744,1,0.859016070196195,0.8713,1.7426,0.0670230769230769
"1414","LINP",16,7,2018,2018-07-16,"WOOD",4,"WS55",26,NA,NA,NA,3.6305,1.7535,5.384,3.7278,1,0.944510978043912,1.6562,3.3124,0.1274
"1416","LINP",16,7,2018,2018-07-16,"LEAF",5,"WS55",26,NA,NA,NA,3.5495,0.3384,3.8879,3.5635,1,0.958628841607566,0.3244,0.6488,0.0249538461538462
"1418","LINP",16,7,2018,2018-07-16,"MISC",5,"WS55",26,NA,NA,NA,3.5352,0.2747,3.8099,3.553,0.999999999999999,0.935202038587551,0.2569,0.5138,0.0197615384615385
"1420","LINP",16,7,2018,2018-07-16,"WOOD",5,"WS55",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1422","LINP",16,7,2018,2018-07-16,"LEAF",6,"WS55",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1424","LINP",16,7,2018,2018-07-16,"MISC",6,"WS55",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1426","LINP",16,7,2018,2018-07-16,"WOOD",6,"WS55",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1428","LINP",16,7,2018,2018-07-16,"LEAF",7,"WS55",26,NA,NA,NA,3.5284,0.1188,3.6472,3.5366,1,0.930976430976431,0.1106,0.2212,0.00850769230769231
"1430","LINP",16,7,2018,2018-07-16,"MISC",7,"WS55",26,NA,NA,NA,3.5269,0.156,3.6829,3.5504,1,0.849358974358975,0.1325,0.265,0.0101923076923077
"1432","LINP",16,7,2018,2018-07-16,"WOOD",7,"WS55",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1434","LINP",16,7,2018,2018-07-16,"LEAF",8,"WS55",26,NA,NA,NA,3.675,0.3589,4.0339,3.7006,1,0.928670938980217,0.3333,0.666599999999999,0.0256384615384615
"1436","LINP",16,7,2018,2018-07-16,"MISC",8,"WS55",26,NA,NA,NA,3.6622,0.4338,4.096,3.691,1,0.933609958506224,0.405,0.81,0.0311538461538462
"1438","LINP",16,7,2018,2018-07-16,"WOOD",8,"WS55",26,NA,NA,NA,3.5229,1.4612,4.9841,3.5932,1,0.951888858472488,1.3909,2.7818,0.106992307692308
"1440","LINP",16,7,2018,2018-07-16,"LEAF",9,"WS55",26,NA,NA,NA,3.6598,8.62,5.3425,3.7276,0.195208816705336,0.959707612765199,8.27267962203601,16.545359244072,0.636359970925847
"1442","LINP",16,7,2018,2018-07-16,"MISC",9,"WS55",26,NA,NA,NA,3.5352,0.9614,4.4966,3.5731,1,0.960578323278552,0.9235,1.847,0.0710384615384615
"1444","LINP",16,7,2018,2018-07-16,"WOOD",9,"WS55",26,NA,NA,NA,3.6265,8.8191,12.4456,3.778,1,0.982821376330918,8.6676,17.3352,0.666738461538462
"1446","LINP",16,7,2018,2018-07-16,"LEAF",10,"WS55",26,NA,NA,NA,3.653,1.5294,5.1824,3.7347,1,0.946580358310449,1.4477,2.8954,0.111361538461538
"1448","LINP",16,7,2018,2018-07-16,"MISC",10,"WS55",26,NA,NA,NA,3.6443,0.0456,3.6899,3.6478,1.00000000000001,0.923245614035082,0.0420999999999997,0.0841999999999995,0.00323846153846152
"1450","LINP",16,7,2018,2018-07-16,"WOOD",10,"WS55",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1451","LINP",16,7,2018,2018-07-16,"LEAF",11,"WS55",26,NA,NA,NA,3.6255,0.1324,3.7579,3.6318,0.999999999999997,0.952416918429003,0.1261,0.2522,0.0097
"1452","LINP",16,7,2018,2018-07-16,"MISC",11,"WS55",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1453","LINP",16,7,2018,2018-07-16,"WOOD",11,"WS55",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1454","LINP",16,7,2018,2018-07-16,"LEAF",12,"WS55",26,NA,NA,NA,3.6445,3.7774,7.4219,3.8018,1,0.958357600465929,3.6201,7.2402,0.278469230769231
"1455","LINP",16,7,2018,2018-07-16,"MISC",12,"WS55",26,NA,NA,NA,3.6495,2.2913,5.9408,3.7729,1,0.94614411033038,2.1679,4.3358,0.166761538461538
"1456","LINP",16,7,2018,2018-07-16,"WOOD",12,"WS55",26,NA,NA,NA,3.687,0.1543,3.8413,3.6934,1,0.958522359040828,0.1479,0.2958,0.0113769230769231
"1458","LINP",22,8,2018,2018-08-22,"LEAF",1,"TOWR",37,NA,NA,NA,3.6295,0.0608,3.6903,3.6341,0.999999999999999,0.924342105263159,0.0562000000000001,0.1124,0.00303783783783784
"1460","LINP",22,8,2018,2018-08-22,"MISC",1,"TOWR",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1462","LINP",22,8,2018,2018-08-22,"WOOD",1,"TOWR",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1464","LINP",22,8,2018,2018-08-22,"LEAF",2,"TOWR",37,NA,NA,NA,3.6233,0.153,3.7763,3.6184,1,1.03202614379085,0.1579,0.3158,0.00853513513513514
"1466","LINP",22,8,2018,2018-08-22,"MISC",2,"TOWR",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1468","LINP",22,8,2018,2018-08-22,"WOOD",2,"TOWR",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1470","LINP",22,8,2018,2018-08-22,"LEAF",3,"TOWR",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1472","LINP",22,8,2018,2018-08-22,"MISC",3,"TOWR",37,NA,NA,NA,3.5267,0.0198,3.5465,3.5266,1,1.00505050505049,0.0198999999999998,0.0397999999999995,0.00107567567567566
"1474","LINP",22,8,2018,2018-08-22,"WOOD",3,"TOWR",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1476","LINP",22,8,2018,2018-08-22,"LEAF",4,"TOWR",37,NA,NA,NA,3.6307,0.6648,4.2955,3.6618,0.999999999999999,0.953219013237064,0.6337,1.2674,0.0342540540540541
"1478","LINP",22,8,2018,2018-08-22,"MISC",4,"TOWR",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1480","LINP",22,8,2018,2018-08-22,"WOOD",4,"TOWR",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1482","LINP",22,8,2018,2018-08-22,"LEAF",5,"TOWR",37,NA,NA,NA,3.6363,0.5366,4.1729,3.6682,1,0.940551621319418,0.5047,1.0094,0.0272810810810811
"1484","LINP",22,8,2018,2018-08-22,"MISC",5,"TOWR",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1486","LINP",22,8,2018,2018-08-22,"WOOD",5,"TOWR",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1488","LINP",22,8,2018,2018-08-22,"LEAF",6,"TOWR",37,NA,NA,NA,3.6481,2.92,6.5762,3.7837,1.00277397260274,0.95369010621222,2.78477511013968,5.56955022027936,0.150528384331875
"1490","LINP",22,8,2018,2018-08-22,"MISC",6,"TOWR",37,NA,NA,NA,3.6283,0.2725,3.9008,3.6407,1,0.954495412844037,0.2601,0.5202,0.0140594594594595
"1492","LINP",22,8,2018,2018-08-22,"WOOD",6,"TOWR",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1494","LINP",22,8,2018,2018-08-22,"LEAF",7,"TOWR",37,NA,NA,NA,3.6175,0.9699,4.5874,3.6664,1,0.949582431178472,0.921,1.842,0.0497837837837838
"1496","LINP",22,8,2018,2018-08-22,"MISC",7,"TOWR",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1498","LINP",22,8,2018,2018-08-22,"WOOD",7,"TOWR",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1500","LINP",22,8,2018,2018-08-22,"LEAF",8,"TOWR",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1502","LINP",22,8,2018,2018-08-22,"MISC",8,"TOWR",37,NA,NA,NA,3.62,0.2008,3.8208,3.638,1,0.910358565737053,0.1828,0.3656,0.00988108108108109
"1504","LINP",22,8,2018,2018-08-22,"WOOD",8,"TOWR",37,NA,NA,NA,3.6421,0.3415,3.9836,3.6584,1,0.952269399707175,0.3252,0.650400000000001,0.0175783783783784
"1506","LINP",22,8,2018,2018-08-22,"LEAF",9,"TOWR",37,NA,NA,NA,3.5568,6.63,6.0475,3.6653,0.375671191553545,0.956437949170916,6.34118360300317,12.6823672060063,0.342766681243415
"1508","LINP",22,8,2018,2018-08-22,"MISC",9,"TOWR",37,NA,NA,NA,3.6295,2.0045,5.634,3.7454,1,0.94218009478673,1.8886,3.7772,0.102086486486487
"1510","LINP",22,8,2018,2018-08-22,"WOOD",9,"TOWR",37,NA,NA,NA,3.5322,0.3581,3.8903,3.5481,1,0.95559899469422,0.3422,0.6844,0.0184972972972973
"1512","LINP",22,8,2018,2018-08-22,"LEAF",10,"TOWR",37,NA,NA,NA,3.5269,7.66,10.3892,3.7918,0.895861618798956,0.961397782084724,7.36430701076898,14.728614021538,0.398070649230756
"1514","LINP",22,8,2018,2018-08-22,"MISC",10,"TOWR",37,NA,NA,NA,3.6719,1.3828,5.0547,3.8375,1,0.880242985247324,1.2172,2.4344,0.0657945945945946
"1516","LINP",22,8,2018,2018-08-22,"WOOD",10,"TOWR",37,NA,NA,NA,3.5285,2.6901,6.2186,3.6338,1,0.960856473737036,2.5848,5.1696,0.139718918918919
